1, 0, files/058f821c-d87b-11e8-997b-f48c5031df2f.dat
2, 1, files/05915594-d87b-11e8-9846-f48c5031df2f.dat
3, 1, files/0592b44c-d87b-11e8-ac31-f48c5031df2f.dat
4, 1, files/059439ba-d87b-11e8-a913-f48c5031df2f.dat
5, 0, files/05954a80-d87b-11e8-80c6-f48c5031df2f.dat
6, 0, files/0596829a-d87b-11e8-906c-f48c5031df2f.dat
7, 0, files/05987c94-d87b-11e8-91e6-f48c5031df2f.dat
8, 0, files/059ac506-d87b-11e8-987c-f48c5031df2f.dat
9, 0, files/059ce674-d87b-11e8-82e2-f48c5031df2f.dat
10, 0, files/059f07d4-d87b-11e8-b08d-f48c5031df2f.dat
11, 0, files/05a0db4c-d87b-11e8-aeb7-f48c5031df2f.dat
12, 0, files/05a239f4-d87b-11e8-a632-f48c5031df2f.dat
1, 0, files/05a37192-d87b-11e8-bc90-f48c5031df2f.dat
2, 0, files/05a4f72e-d87b-11e8-b679-f48c5031df2f.dat
3, 0, files/05a62ecc-d87b-11e8-97e3-f48c5031df2f.dat
4, 0, files/05a73e00-d87b-11e8-8258-f48c5031df2f.dat
5, 0, files/05a84eb4-d87b-11e8-b1a3-f48c5031df2f.dat
6, 0, files/05a93874-d87b-11e8-8485-f48c5031df2f.dat
7, 0, files/05aa2240-d87b-11e8-9d6a-f48c5031df2f.dat
8, 0, files/05ab0bfa-d87b-11e8-825d-f48c5031df2f.dat
9, 0, files/05ac43a6-d87b-11e8-9ca0-f48c5031df2f.dat
10, 0, files/05ad5454-d87b-11e8-bd9b-f48c5031df2f.dat
11, 0, files/05ae3e12-d87b-11e8-8c64-f48c5031df2f.dat
12, 0, files/05af4ecc-d87b-11e8-a840-f48c5031df2f.dat
